defect_id,reported_at,reported_by_source,module,severity,status,asset_id,location_id,short_description
BUG001663,2024-12-01 10:12:45,Field Mobile,Reporting,Low,Won't Fix,AST000882,,WO status not updating
BUG001664,2025-12-16 17:33:10,Field Mobile,Reporting,Medium,Open,AST000880,,WO status not updating
BUG001665,2024-02-20 04:54:21,Internal User,Mobile Sync,Low,In Review,AST001013,,Date parsing issue during import
BUG001666,2025-02-14 20:46:18,Internal User,Assets,Medium,Open,AST000831,,Duplicate records in export
BUG001667,2024-08-23 12:38:21,Permissions,Assets,Medium,Resolved,AST000856,,Date parsing issue during import
BUG001668,2024-02-20 12:22:30,Field Mobile,User Access,High,Resolved,AST001182,,Incorrect priority mapping
BUG001669,2024-03-05 22:55:10,Internal User,Inventory,Medium,In Review,AST001030,,WO status not updating
BUG001670,2025-07-13 18:35:04,Field Mobile,Mobile Sync,Low,Resolved,,,WO status not updating
BUG001671,2024-04-07 04:10:20,Internal User,Work Orders,Low,Won't Fix,AST000638,,WO status not updating
BUG001672,2025-07-03 22:31:52,Permissions,Work Orders,Medium,Resolved,AST000596,,Barcode scan fails intermittently
BUG001673,2025-11-26 13:06:31,Field Mobile,Reporting,High,Open,AST001079,,Incorrect priority mapping
BUG001674,2025-01-27 02:47:16,Field Mobile,Assets,Medium,Resolved,AST000569,,Asset hierarchy missing
BUG001675,2024-04-05 23:58:34,Field Mobile,Work Orders,Medium,In Review,AST000787,,WO status not updating
BUG001676,2024-08-28 18:45:17,Field Mobile,Work Orders,High,Resolved,AST000456,,Incorrect priority mapping
BUG001677,2025-04-05 23:18:36,Internal User,Work Orders,Medium,In Review,AST000478,LOC0011,Mobile form validation error
BUG001678,2025-05-09 04:21:22,Data Quality,Work Orders,Low,Resolved,AST000908,,Mobile form validation error
BUG001679,2025-12-25 16:14:06,Field Mobile,Work Orders,Low,In Review,AST000750,,WO status not updating
BUG001680,2025-05-17 13:50:02,Integration,Mobile Sync,High,Resolved,AST000122,,Report filter returns empty
BUG001681,2024-07-16 23:13:15,Internal User,Work Orders,Medium,Resolved,,,Report filter returns empty
BUG001682,2024-05-16 21:14:35,Internal User,Assets,Medium,Resolved,,LOC0008,Report filter returns empty
BUG001683,2024-10-06 00:00:30,Field Mobile,Assets,Low,Resolved,AST000929,,Barcode scan fails intermittently
BUG001684,2025-09-09 13:16:49,Data Quality,Reporting,Medium,Resolved,AST000935,,Barcode scan fails intermittently
BUG001685,2024-08-12 10:54:04,Data Quality,Work Orders,Low,Open,AST000154,,Duplicate records in export
BUG001686,2024-12-15 11:04:04,Field Mobile,Work Orders,High,In Review,AST001113,,Incorrect priority mapping
BUG001687,2025-12-30 10:29:43,Field Mobile,Mobile Sync,Medium,Resolved,AST000464,,Report filter returns empty
BUG001688,2024-09-06 05:57:50,Field Mobile,Mobile Sync,High,Resolved,AST000408,,Asset hierarchy missing
BUG001689,2025-08-16 09:57:46,Permissions,Assets,Medium,Resolved,,,Duplicate records in export
BUG001690,2024-05-11 03:27:09,Field Mobile,Work Orders,Low,Won't Fix,AST000880,LOC0010,Barcode scan fails intermittently
BUG001691,2025-10-01 21:47:39,Data Quality,Mobile Sync,High,Resolved,AST001152,,Asset hierarchy missing
BUG001692,2025-01-10 15:57:35,Field Mobile,Reporting,Medium,Resolved,AST000888,,WO status not updating
BUG001693,2024-05-15 12:37:22,Field Mobile,Work Orders,Medium,Resolved,AST000612,,WO status not updating
BUG001694,2025-11-30 17:19:41,Field Mobile,User Access,Low,Open,AST000205,,Barcode scan fails intermittently
BUG001695,2024-07-25 05:27:37,Field Mobile,Assets,Low,In Review,AST000838,,WO status not updating
BUG001696,2024-06-26 10:51:03,Data Quality,Inventory,High,Resolved,,,Report filter returns empty
BUG001697,2025-06-17 23:46:12,Field Mobile,Work Orders,Low,Open,AST000608,,WO status not updating
BUG001698,2024-08-24 11:51:52,Data Quality,Mobile Sync,Medium,Resolved,,,Duplicate records in export
BUG001699,2025-07-20 07:56:20,Integration,Reporting,High,In Review,AST000694,,Asset hierarchy missing
BUG001700,2024-09-07 21:52:25,Field Mobile,Work Orders,Medium,Resolved,,,Report filter returns empty
BUG001701,2025-05-29 00:50:01,Data Quality,Work Orders,Medium,Open,,,Asset hierarchy missing
BUG001702,2025-09-08 21:29:12,Permissions,Assets,Low,Open,AST000820,,Login timeout / session issue
BUG001703,2025-03-03 18:35:36,Integration,User Access,Low,Won't Fix,AST000568,,Mobile form validation error
BUG001704,2025-10-25 14:26:12,Internal User,Reporting,Low,Resolved,,,Report filter returns empty
BUG001705,2025-09-14 22:28:16,Internal User,Work Orders,Low,Resolved,AST000513,,Incorrect priority mapping
BUG001706,2024-12-05 21:20:09,Field Mobile,Mobile Sync,Low,Open,AST000790,,Incorrect priority mapping
BUG001707,2025-02-05 18:27:37,Internal User,Work Orders,Low,Open,,,Login timeout / session issue
BUG001708,2025-03-13 18:24:29,Data Quality,Work Orders,Critical,Resolved,AST000526,,Incorrect priority mapping
BUG001709,2024-03-23 23:01:53,Internal User,Assets,High,In Review,,,Sync conflict on offline mode
BUG001710,2024-06-30 07:12:53,Field Mobile,Reporting,Low,In Review,AST000287,LOC0025,Incorrect priority mapping
BUG001711,2025-09-22 20:27:35,Field Mobile,Work Orders,Low,In Review,,,Date parsing issue during import
BUG001712,2025-09-16 08:05:07,Internal User,Work Orders,High,Open,AST000103,LOC0010,Mobile form validation error
BUG001713,2025-11-10 06:08:56,Field Mobile,Reporting,Low,Resolved,AST000275,,Login timeout / session issue
BUG001714,2025-05-16 08:27:40,Data Quality,Work Orders,Medium,Resolved,AST000858,,Mobile form validation error
BUG001715,2024-04-02 15:01:36,Internal User,Reporting,Medium,Resolved,AST000261,LOC0014,Barcode scan fails intermittently
BUG001716,2025-06-27 01:09:48,Permissions,Mobile Sync,Low,In Review,AST000704,,Incorrect priority mapping
BUG001717,2024-07-10 13:22:34,Data Quality,Inventory,Medium,Open,AST000818,LOC0024,Duplicate records in export
BUG001718,2024-10-14 17:42:34,Field Mobile,Assets,Low,Resolved,AST000742,,Incorrect priority mapping
BUG001719,2024-04-29 11:49:56,Permissions,Assets,Critical,Resolved,AST001129,,Date parsing issue during import
BUG001720,2025-12-11 22:41:01,Integration,Mobile Sync,Medium,Resolved,AST000744,LOC0024,Duplicate records in export
BUG001721,2025-06-21 08:45:20,Field Mobile,Work Orders,Low,Resolved,AST000118,,Report filter returns empty
BUG001722,2024-12-11 06:30:00,Data Quality,Work Orders,Medium,Resolved,AST001046,LOC0011,Duplicate records in export
BUG001723,2024-04-15 04:39:31,Integration,Assets,High,Won't Fix,AST000167,,Mobile form validation error
BUG001724,2025-06-01 01:56:39,Field Mobile,Reporting,High,Open,,LOC0006,Login timeout / session issue
BUG001725,2025-08-02 06:05:55,Field Mobile,Work Orders,High,Resolved,AST001066,,WO status not updating
BUG001726,2024-04-28 19:27:08,Field Mobile,User Access,Medium,Open,AST000440,,Mobile form validation error
BUG001727,2024-07-17 00:19:29,Field Mobile,User Access,High,Resolved,AST001102,,WO status not updating
BUG001728,2025-07-24 09:35:05,Integration,Assets,Low,Open,AST000981,,Date parsing issue during import
BUG001729,2024-03-18 23:35:20,Internal User,Mobile Sync,Low,Resolved,AST000299,,Login timeout / session issue
BUG001730,2024-02-01 15:12:41,Field Mobile,Inventory,Medium,Resolved,AST001122,LOC0022,Sync conflict on offline mode
BUG001731,2025-12-14 02:01:30,Permissions,Assets,Low,In Review,AST000988,,Incorrect priority mapping
BUG001732,2025-09-13 22:36:51,Integration,Work Orders,Critical,Resolved,AST000084,,Report filter returns empty
BUG001733,2025-10-20 23:35:54,Field Mobile,Work Orders,High,Resolved,AST000376,,WO status not updating
BUG001734,2024-07-05 22:40:18,Internal User,Assets,Low,Resolved,,,Barcode scan fails intermittently
BUG001735,2025-11-04 13:09:13,Field Mobile,Assets,Low,Resolved,AST000662,,Incorrect priority mapping
BUG001736,2024-01-26 02:32:25,Field Mobile,Reporting,Medium,Resolved,AST000968,,Report filter returns empty
BUG001737,2025-12-08 23:43:12,Internal User,Work Orders,High,Resolved,AST000136,LOC0002,Barcode scan fails intermittently
BUG001738,2025-09-12 13:59:04,Field Mobile,Reporting,Medium,Open,AST000419,,Barcode scan fails intermittently
BUG001739,2025-08-11 13:09:22,Field Mobile,Work Orders,Low,Resolved,AST000822,,Duplicate records in export
BUG001740,2025-10-26 11:47:13,Field Mobile,Work Orders,Low,Open,AST000335,,Date parsing issue during import
BUG001741,2025-08-11 00:14:56,Field Mobile,Work Orders,High,Resolved,AST000565,,Incorrect priority mapping
BUG001742,2025-08-03 06:58:20,Internal User,User Access,Medium,In Review,AST000566,LOC0022,Barcode scan fails intermittently
BUG001743,2025-06-21 05:25:44,Field Mobile,Assets,Medium,In Review,AST000360,,WO status not updating
BUG001744,2025-09-18 13:28:16,Field Mobile,Assets,High,Open,AST000637,,Date parsing issue during import
BUG001745,2024-01-23 13:30:13,Permissions,Work Orders,Medium,Resolved,AST000907,,Sync conflict on offline mode
BUG001746,2025-07-07 16:40:15,Field Mobile,Work Orders,Medium,Resolved,AST000903,,WO status not updating
BUG001747,2025-06-29 15:00:38,Field Mobile,Work Orders,High,Open,AST001063,LOC0018,Incorrect priority mapping
BUG001748,2024-11-13 02:51:01,Field Mobile,Assets,Critical,Resolved,,,Date parsing issue during import
BUG001749,2025-12-16 23:03:27,Internal User,Reporting,Medium,Resolved,AST000890,,Login timeout / session issue
BUG001750,2024-05-15 20:30:58,Permissions,Assets,High,Resolved,AST000390,LOC0004,Sync conflict on offline mode
BUG001751,2025-09-01 18:22:01,Field Mobile,Work Orders,Low,Open,AST000426,,WO status not updating
BUG001752,2025-11-09 06:24:13,Integration,User Access,High,Won't Fix,AST000470,LOC0013,Login timeout / session issue
BUG001753,2024-07-08 15:35:11,Integration,Inventory,Low,Resolved,AST000763,LOC0025,Date parsing issue during import
BUG001754,2025-09-17 16:13:32,Permissions,Reporting,Low,Resolved,,,Mobile form validation error
BUG001755,2024-01-15 22:35:01,Field Mobile,Work Orders,Low,Resolved,AST000110,,Incorrect priority mapping
BUG001756,2024-01-07 22:54:23,Internal User,Work Orders,Medium,Resolved,AST000032,,Incorrect priority mapping
BUG001757,2024-10-11 09:11:07,Data Quality,Work Orders,Medium,In Review,AST000964,,Login timeout / session issue
BUG001758,2024-01-25 08:29:11,Field Mobile,Work Orders,Low,Resolved,,LOC0012,Mobile form validation error
BUG001759,2025-06-11 09:50:28,Data Quality,Reporting,Medium,Open,AST000072,,Report filter returns empty
BUG001760,2024-03-27 22:50:23,Field Mobile,Work Orders,Critical,Resolved,,,Duplicate records in export
BUG001761,2025-04-26 03:55:04,Field Mobile,Work Orders,High,Resolved,AST000614,,Barcode scan fails intermittently
BUG001762,2025-07-07 18:21:35,Field Mobile,Reporting,Medium,Open,AST001125,,Sync conflict on offline mode
BUG001763,2024-05-05 21:20:59,Internal User,Assets,Low,Open,AST000578,,Mobile form validation error
BUG001764,2025-03-08 05:37:38,Field Mobile,Work Orders,Medium,Resolved,,,WO status not updating
BUG001765,2024-04-30 23:20:50,Field Mobile,Mobile Sync,High,Open,AST000677,,Duplicate records in export
BUG001766,2024-02-18 02:32:33,Data Quality,Work Orders,Medium,In Review,AST001198,,Duplicate records in export
BUG001767,2025-12-29 19:37:20,Internal User,Mobile Sync,Medium,In Review,,,Date parsing issue during import
BUG001768,2025-07-13 05:58:08,Data Quality,Mobile Sync,Medium,Resolved,,,Login timeout / session issue
BUG001769,2024-03-08 19:52:26,Field Mobile,Reporting,High,Resolved,AST000133,LOC0002,Sync conflict on offline mode
BUG001770,2024-02-18 14:30:28,Field Mobile,Work Orders,Medium,Resolved,AST000487,,Date parsing issue during import
BUG001771,2024-01-11 02:57:20,Permissions,Work Orders,High,Resolved,AST000231,,Login timeout / session issue
BUG001772,2025-05-10 21:56:27,Field Mobile,Reporting,Low,In Review,AST000149,LOC0024,Asset hierarchy missing
BUG001773,2025-01-31 15:50:37,Permissions,Reporting,High,In Review,AST001108,,Mobile form validation error
BUG001774,2025-06-18 12:23:22,Field Mobile,User Access,Medium,Open,AST001081,LOC0023,Duplicate records in export
BUG001775,2024-06-09 07:06:26,Internal User,Work Orders,Medium,Resolved,AST000833,,Barcode scan fails intermittently
BUG001776,2024-05-03 01:29:17,Field Mobile,Reporting,High,Open,AST000152,,Sync conflict on offline mode
BUG001777,2025-10-20 05:21:17,Internal User,Work Orders,Low,Open,,,Report filter returns empty
BUG001778,2024-09-22 09:57:54,Integration,Mobile Sync,Medium,Resolved,,,Report filter returns empty
BUG001779,2025-08-01 16:14:50,Data Quality,Assets,High,Open,AST000924,,Barcode scan fails intermittently
BUG001780,2025-09-06 13:14:58,Field Mobile,User Access,Low,In Review,AST001122,,Sync conflict on offline mode
BUG001781,2025-05-18 14:16:10,Integration,Mobile Sync,Low,Resolved,,,WO status not updating
BUG001782,2025-07-13 10:01:37,Field Mobile,Reporting,Medium,Resolved,AST001142,,Sync conflict on offline mode
BUG001783,2024-01-18 18:21:26,Field Mobile,User Access,Medium,In Review,AST000714,LOC0014,Asset hierarchy missing
BUG001784,2025-11-29 03:41:49,Data Quality,Reporting,Medium,Won't Fix,AST000674,,Asset hierarchy missing
BUG001785,2024-08-30 01:24:28,Field Mobile,Assets,Low,Open,AST000344,,Sync conflict on offline mode
BUG001786,2024-01-21 07:08:05,Field Mobile,Work Orders,Low,Won't Fix,AST000681,LOC0010,Report filter returns empty
BUG001787,2025-07-14 18:14:32,Internal User,Work Orders,Low,In Review,AST001112,LOC0008,Duplicate records in export
BUG001788,2024-04-12 05:18:30,Field Mobile,Mobile Sync,High,Resolved,AST000906,,Sync conflict on offline mode
BUG001789,2024-08-16 22:58:03,Internal User,Work Orders,Medium,Resolved,AST000364,,Mobile form validation error
BUG001790,2025-12-13 00:37:17,Field Mobile,Work Orders,Medium,In Review,AST000427,,Sync conflict on offline mode
BUG001791,2025-03-16 11:39:14,Field Mobile,Assets,Medium,Resolved,AST000757,,Mobile form validation error
BUG001792,2025-10-10 11:45:19,Permissions,Mobile Sync,Low,In Review,AST001030,,Duplicate records in export
BUG001793,2024-02-16 12:48:45,Integration,Reporting,Low,Won't Fix,,,Barcode scan fails intermittently
BUG001794,2024-05-19 05:19:57,Internal User,Assets,Medium,Resolved,AST000355,LOC0013,Barcode scan fails intermittently
BUG001795,2025-04-01 10:04:35,Data Quality,Work Orders,High,Resolved,,LOC0021,Report filter returns empty
BUG001796,2025-10-31 13:08:45,Field Mobile,Work Orders,Low,In Review,AST000545,LOC0017,Login timeout / session issue
BUG001797,2025-03-31 11:02:15,Integration,Inventory,Low,In Review,AST001015,,Report filter returns empty
BUG001798,2024-04-09 08:09:33,Internal User,Reporting,Low,In Review,AST000030,,Date parsing issue during import
BUG001799,2025-01-24 04:58:39,Permissions,Work Orders,Low,Resolved,,,Sync conflict on offline mode
BUG001800,2024-01-30 09:07:16,Internal User,Inventory,Medium,Open,,,Login timeout / session issue
BUG001801,2025-01-08 22:03:20,Internal User,Mobile Sync,Medium,Resolved,AST000892,,WO status not updating
BUG001802,2025-04-14 15:59:21,Internal User,Reporting,Critical,Resolved,,,Incorrect priority mapping
BUG001803,2024-02-15 18:35:28,Field Mobile,Work Orders,High,In Review,,,Date parsing issue during import
BUG001804,2024-10-23 16:29:49,Data Quality,Work Orders,Medium,Won't Fix,,,Date parsing issue during import
BUG001805,2024-08-07 22:52:42,Integration,Work Orders,High,Resolved,,LOC0020,Mobile form validation error
BUG001806,2025-08-20 00:14:29,Data Quality,Reporting,Low,In Review,AST000177,,Login timeout / session issue
BUG001807,2025-03-13 13:56:54,Integration,Work Orders,Medium,Resolved,AST000227,,Login timeout / session issue
BUG001808,2024-01-18 15:27:35,Field Mobile,Work Orders,Medium,Open,AST000187,,Mobile form validation error
BUG001809,2024-01-04 04:16:33,Integration,User Access,Low,Resolved,AST000060,LOC0020,Incorrect priority mapping
BUG001810,2025-01-11 07:00:44,Permissions,User Access,Medium,In Review,AST000104,,Login timeout / session issue
BUG001811,2025-07-24 02:14:44,Integration,Assets,Medium,Resolved,AST001116,,Sync conflict on offline mode
BUG001812,2025-11-12 10:35:51,Field Mobile,Assets,Medium,Open,AST000581,,Report filter returns empty
BUG001813,2024-04-01 11:37:20,Internal User,Work Orders,Medium,In Review,,,Login timeout / session issue
BUG001814,2024-10-31 19:54:11,Internal User,Inventory,High,Resolved,AST000161,,Asset hierarchy missing
BUG001815,2024-03-03 23:29:07,Field Mobile,Assets,Low,Resolved,AST000334,,WO status not updating
BUG001816,2024-11-18 12:00:00,Field Mobile,Work Orders,Medium,Resolved,,,Date parsing issue during import
BUG001817,2024-11-21 19:50:39,Data Quality,Mobile Sync,High,Resolved,AST000039,,Duplicate records in export
BUG001818,2025-06-18 07:31:01,Data Quality,Work Orders,Low,Resolved,AST001182,,Mobile form validation error
BUG001819,2025-11-22 01:21:53,Field Mobile,Assets,Low,Resolved,AST000376,,WO status not updating
BUG001820,2025-09-16 06:23:33,Field Mobile,Assets,Low,Resolved,AST000869,,WO status not updating
BUG001821,2024-02-15 03:29:47,Internal User,Assets,Medium,In Review,AST000838,LOC0019,Asset hierarchy missing
BUG001822,2025-09-16 17:33:22,Field Mobile,Work Orders,Medium,Resolved,AST000993,,WO status not updating
BUG001823,2025-01-11 23:25:13,Field Mobile,User Access,Medium,Resolved,AST000688,,Login timeout / session issue
BUG001824,2025-05-02 06:25:47,Field Mobile,Mobile Sync,Critical,Resolved,AST000115,,Login timeout / session issue
BUG001825,2025-08-25 13:19:30,Field Mobile,Work Orders,Medium,In Review,AST000417,,Login timeout / session issue
BUG001826,2025-11-09 00:18:11,Data Quality,Reporting,Low,Open,AST000204,,Report filter returns empty
BUG001827,2024-05-03 11:45:41,Internal User,Work Orders,Low,Resolved,AST000971,,Duplicate records in export
BUG001828,2024-09-05 22:38:04,Field Mobile,Work Orders,Low,Resolved,,,Asset hierarchy missing
BUG001829,2024-07-03 16:29:09,Field Mobile,User Access,Medium,Resolved,AST000521,,Mobile form validation error
BUG001830,2024-11-20 05:39:29,Field Mobile,Mobile Sync,High,In Review,AST000699,,Mobile form validation error
BUG001831,2025-04-28 13:01:30,Data Quality,Work Orders,Low,In Review,,,Asset hierarchy missing
BUG001832,2025-01-19 01:36:43,Data Quality,Assets,Critical,Open,AST000254,,Duplicate records in export
BUG001833,2025-01-28 16:14:30,Field Mobile,Mobile Sync,Medium,Open,AST000426,,Mobile form validation error
BUG001834,2024-08-02 16:23:27,Field Mobile,Mobile Sync,High,Open,,,Date parsing issue during import
BUG001835,2025-04-29 18:36:09,Integration,Assets,Medium,Resolved,AST000929,,Asset hierarchy missing
BUG001836,2025-09-16 14:43:16,Integration,Inventory,Low,Resolved,AST000066,,Mobile form validation error
BUG001837,2024-11-04 02:55:47,Integration,Assets,High,Resolved,AST000006,,Login timeout / session issue
BUG001838,2024-06-30 19:41:51,Internal User,Work Orders,Medium,Open,,,Login timeout / session issue
BUG001839,2025-01-12 23:42:51,Permissions,Work Orders,Medium,Resolved,,,WO status not updating
BUG001840,2024-01-24 15:21:42,Field Mobile,Work Orders,Low,Won't Fix,AST000671,,Date parsing issue during import
BUG001841,2025-10-13 02:21:39,Integration,Mobile Sync,Low,In Review,AST001160,,WO status not updating
BUG001842,2025-12-18 13:19:55,Internal User,User Access,Low,Resolved,,,Date parsing issue during import
BUG001843,2025-10-14 03:59:45,Data Quality,Inventory,Low,In Review,,LOC0017,Mobile form validation error
BUG001844,2024-04-28 00:54:42,Field Mobile,Work Orders,Low,Open,,,Duplicate records in export
BUG001845,2024-04-27 05:07:05,Permissions,Inventory,Low,Open,AST000629,,Date parsing issue during import
BUG001846,2024-02-03 11:31:47,Field Mobile,User Access,High,Open,AST000615,,Incorrect priority mapping
BUG001847,2025-09-03 21:50:09,Field Mobile,Reporting,High,Won't Fix,AST000671,,Login timeout / session issue
BUG001848,2024-02-16 03:12:47,Permissions,Reporting,High,Open,,,Mobile form validation error
BUG001849,2024-02-04 12:40:26,Internal User,Reporting,Low,Open,AST000041,,Sync conflict on offline mode
BUG001850,2025-09-29 03:01:11,Permissions,Work Orders,High,Resolved,AST000699,,Report filter returns empty
BUG001851,2025-07-05 16:11:12,Field Mobile,User Access,Low,Resolved,,,Date parsing issue during import
BUG001852,2024-09-01 06:34:08,Internal User,Mobile Sync,Medium,In Review,AST001057,,Sync conflict on offline mode
BUG001853,2024-11-29 16:10:00,Field Mobile,Mobile Sync,Low,Open,,,Report filter returns empty
BUG001854,2024-08-02 08:22:35,Data Quality,Assets,High,Resolved,AST000749,,Barcode scan fails intermittently
BUG001855,2025-07-20 17:25:28,Field Mobile,Assets,Low,Open,AST000742,,Sync conflict on offline mode
BUG001856,2025-10-08 18:28:17,Internal User,Work Orders,High,Resolved,AST000168,LOC0001,Date parsing issue during import
BUG001857,2025-06-02 23:06:20,Data Quality,Inventory,High,Resolved,AST000019,LOC0004,Mobile form validation error
BUG001858,2024-03-09 22:00:39,Internal User,Work Orders,High,Open,AST000428,,Duplicate records in export
BUG001859,2025-07-15 15:56:47,Field Mobile,Reporting,Medium,In Review,,,Incorrect priority mapping
BUG001860,2025-03-05 23:29:12,Field Mobile,Inventory,Low,In Review,AST000487,,Duplicate records in export
BUG001861,2025-06-06 11:33:54,Integration,Work Orders,Low,Resolved,AST001008,,Mobile form validation error
BUG001862,2025-02-04 23:09:03,Field Mobile,Inventory,Medium,Resolved,AST000914,,Asset hierarchy missing
BUG001863,2025-11-25 05:12:38,Integration,Reporting,Medium,Resolved,,,Mobile form validation error
BUG001864,2025-10-25 18:11:03,Internal User,Work Orders,High,Resolved,AST000746,,Login timeout / session issue
BUG001865,2024-11-29 22:34:50,Field Mobile,Reporting,Low,Resolved,AST000389,,Login timeout / session issue
BUG001866,2024-03-30 17:42:50,Integration,Mobile Sync,High,Resolved,,,Duplicate records in export
BUG001867,2025-04-15 22:45:25,Integration,Mobile Sync,Medium,Resolved,,,Incorrect priority mapping
BUG001868,2024-07-03 20:46:05,Field Mobile,Assets,Medium,In Review,AST000200,,Mobile form validation error
BUG001869,2025-09-18 12:21:26,Data Quality,Mobile Sync,Medium,Open,AST000035,,Incorrect priority mapping
BUG001870,2024-05-13 22:56:20,Data Quality,Work Orders,Low,Open,AST000515,,Sync conflict on offline mode
BUG001871,2025-06-14 07:07:16,Field Mobile,Reporting,High,Resolved,,,Report filter returns empty
BUG001872,2024-12-10 14:20:13,Integration,Reporting,Medium,Resolved,AST000657,,Barcode scan fails intermittently
BUG001873,2025-07-16 08:35:23,Field Mobile,Work Orders,Low,Open,AST000444,,Report filter returns empty
BUG001874,2025-12-26 08:03:25,Data Quality,Reporting,Medium,Resolved,AST000457,,Duplicate records in export
BUG001875,2025-12-01 06:35:57,Data Quality,Reporting,Low,Won't Fix,AST000475,,Duplicate records in export
BUG001876,2025-02-22 21:02:30,Data Quality,Work Orders,Medium,Resolved,AST001079,,Sync conflict on offline mode
BUG001877,2025-11-23 03:55:34,Field Mobile,Work Orders,Medium,Open,AST000727,,Sync conflict on offline mode
BUG001878,2025-12-06 01:05:12,Data Quality,Assets,High,Resolved,,,Login timeout / session issue
BUG001879,2025-05-20 03:10:02,Field Mobile,Work Orders,Low,Resolved,,,Barcode scan fails intermittently
BUG001880,2024-10-17 09:17:29,Data Quality,Work Orders,Medium,Resolved,AST000747,,Incorrect priority mapping
BUG001881,2025-08-28 16:04:08,Internal User,User Access,Low,Resolved,AST000236,,Duplicate records in export
BUG001882,2024-12-24 17:05:56,Data Quality,Inventory,Medium,Open,AST001069,,Duplicate records in export
BUG001883,2025-10-22 22:22:25,Data Quality,Mobile Sync,High,In Review,AST000267,,Login timeout / session issue
BUG001884,2025-11-01 06:45:29,Field Mobile,Inventory,Low,Open,AST000915,,Report filter returns empty
BUG001885,2024-03-01 11:51:02,Internal User,Work Orders,Low,Resolved,AST000826,LOC0024,Barcode scan fails intermittently
BUG001886,2024-09-18 13:39:39,Internal User,Mobile Sync,Medium,Open,,LOC0001,Asset hierarchy missing
BUG001887,2025-02-11 04:43:18,Field Mobile,Work Orders,Low,Resolved,AST000639,LOC0016,Barcode scan fails intermittently
BUG001888,2025-11-07 01:42:30,Permissions,Assets,Low,Won't Fix,AST000879,,Barcode scan fails intermittently
BUG001889,2024-10-17 06:25:11,Field Mobile,Reporting,High,Resolved,AST000606,LOC0019,Duplicate records in export
BUG001890,2025-07-19 04:18:47,Data Quality,Reporting,Low,Resolved,AST000880,,Sync conflict on offline mode
BUG001891,2024-03-26 04:23:02,Internal User,Reporting,Medium,In Review,AST000162,,Duplicate records in export
BUG001892,2024-10-06 05:48:23,Field Mobile,Work Orders,Medium,Open,AST000777,LOC0006,Asset hierarchy missing
BUG001893,2024-09-13 17:22:19,Integration,Assets,High,Open,AST000419,,Mobile form validation error
BUG001894,2025-07-01 22:21:20,Internal User,Mobile Sync,Low,In Review,AST000531,,Duplicate records in export
BUG001895,2025-02-01 11:13:07,Field Mobile,Mobile Sync,Critical,Open,AST000546,,Duplicate records in export
BUG001896,2024-06-04 19:27:13,Field Mobile,Reporting,Medium,Open,,,Incorrect priority mapping
BUG001897,2024-04-02 17:01:22,Field Mobile,Reporting,Low,Resolved,AST000626,,Barcode scan fails intermittently
BUG001898,2025-11-24 06:04:35,Internal User,Work Orders,Medium,Resolved,AST000066,,WO status not updating
BUG001899,2024-02-13 15:33:50,Field Mobile,User Access,Low,In Review,AST000896,,Asset hierarchy missing
BUG001900,2024-01-31 11:22:48,Field Mobile,Work Orders,Low,Resolved,,,Report filter returns empty
BUG001901,2025-02-10 01:28:20,Field Mobile,Assets,Medium,Open,AST000271,,Date parsing issue during import
BUG001902,2024-05-12 22:47:03,Data Quality,Work Orders,Medium,Open,AST001135,,Incorrect priority mapping
BUG001903,2024-04-05 12:57:56,Field Mobile,Assets,Critical,Resolved,,,Login timeout / session issue
BUG001904,2025-08-23 22:51:10,Internal User,Mobile Sync,Low,In Review,AST000701,LOC0017,Duplicate records in export
BUG001905,2024-09-03 23:16:42,Integration,Work Orders,Medium,Resolved,AST000171,,Duplicate records in export
BUG001906,2025-03-03 08:25:34,Field Mobile,Reporting,Medium,Open,,,Report filter returns empty
BUG001907,2024-08-10 17:50:12,Data Quality,Work Orders,Medium,Resolved,AST000500,LOC0023,Sync conflict on offline mode
BUG001908,2024-08-04 21:28:06,Data Quality,Mobile Sync,Medium,In Review,AST000124,,Mobile form validation error
BUG001909,2024-01-23 12:58:20,Internal User,Inventory,Low,Resolved,AST000641,,Report filter returns empty
BUG001910,2025-10-01 00:18:41,Internal User,Work Orders,Low,In Review,AST000711,LOC0022,Asset hierarchy missing
BUG001911,2024-01-14 14:55:08,Data Quality,Assets,Medium,Resolved,AST000210,,Incorrect priority mapping
BUG001912,2025-04-02 19:04:15,Permissions,User Access,Medium,Open,AST000525,,Sync conflict on offline mode
BUG001913,2024-03-22 17:17:17,Data Quality,Work Orders,Low,Open,AST001006,,Report filter returns empty
BUG001914,2025-03-04 23:14:14,Field Mobile,Assets,Medium,Resolved,AST000602,,Barcode scan fails intermittently
BUG001915,2024-09-02 20:01:54,Field Mobile,Mobile Sync,Medium,Resolved,AST000203,,Asset hierarchy missing
BUG001916,2025-07-27 04:33:11,Field Mobile,Assets,Medium,Resolved,AST000497,LOC0009,WO status not updating
BUG001917,2025-11-22 00:09:46,Permissions,Work Orders,Low,Resolved,AST001069,,Incorrect priority mapping
BUG001918,2025-11-16 02:29:33,Field Mobile,Assets,Medium,Resolved,,,Duplicate records in export
BUG001919,2024-11-28 23:38:26,Internal User,Inventory,Low,Open,AST000490,LOC0005,Report filter returns empty
BUG001920,2024-11-11 06:12:34,Field Mobile,Work Orders,Low,Resolved,AST000885,,Report filter returns empty
